Matricule,"Course Code","Ca Marks",Semester,"Academic year"
NSG/22/0227,"BMS 114",21,1,2022/2023
NSG/22/0264,"BMS 114",21,1,2022/2023
NSG/22/0455,"BMS 114",26,1,2022/2023
NSG/22/0005,"BMS 114",25,1,2022/2023
NSG/22/0268,"BMS 114",14,1,2022/2023
NSG/22/0228,"BMS 114",26,1,2022/2023
NSG/22/0074,"BMS 114",30,1,2022/2023
NSG/22/0138,"BMS 114",9,1,2022/2023
NSG/22/0241,"BMS 114",19,1,2022/2023
NSG/22/0108,"BMS 114",16,1,2022/2023
NSG/22/0358,"BMS 114",13,1,2022/2023
NSG/22/0201,"BMS 114",31,1,2022/2023
NSG/22/0024,"BMS 114",17,1,2022/2023
NSG/22/0091,"BMS 114",12,1,2022/2023
NSG/22/0233,"BMS 114",24,1,2022/2023
NSG/22/0126,"BMS 114",15,1,2022/2023
NSG/22/0041,"BMS 114",31,1,2022/2023
NSG/22/0229,"BMS 114",32,1,2022/2023
NSG/22/0338,"BMS 114",16,1,2022/2023
NSG/22/0230,"BMS 114",17,1,2022/2023
NSG/22/0076,"BMS 114",17,1,2022/2023
NSG/22/0437,"BMS 114",24,1,2022/2023
NSG/22/0036,"BMS 114",3,1,2022/2023
NSG/22/0032,"BMS 114",25,1,2022/2023
NSG/22/0030,"BMS 114",30,1,2022/2023
NSG/22/0329,"BMS 114",3,1,2022/2023
NSG/22/0143,"BMS 114",13,1,2022/2023
NSG/22/0075,"BMS 114",21,1,2022/2023
NSG/22/0124,"BMS 114",16,1,2022/2023
NSG/22/0440,"BMS 114",32,1,2022/2023
NSG/22/0412,"BMS 114",24,1,2022/2023
NSG/22/0243,"BMS 114",13,1,2022/2023
NSG/22/0194,"BMS 114",22,1,2022/2023
NSG/22/0082,"BMS 114",26,1,2022/2023
NSG/22/0026,"BMS 114",19,1,2022/2023
NSG/22/0211,"BMS 114",21,1,2022/2023
NSG/22/0121,"BMS 114",12,1,2022/2023
NSG/22/0034,"BMS 114",28,1,2022/2023
NSG/22/0028,"BMS 114",16,1,2022/2023
NSG/22/0188,"BMS 114",19,1,2022/2023
NSG/22/0125,"BMS 114",21,1,2022/2023
NSG/22/0343,"BMS 114",27,1,2022/2023
NSG/22/0306,"BMS 114",12,1,2022/2023
NSG/22/0274,"BMS 114",12,1,2022/2023
NSG/22/0031,"BMS 114",26,1,2022/2023
NSG/22/0106,"BMS 114",17,1,2022/2023
NSG/22/0134,"BMS 114",12,1,2022/2023
NSG/22/0035,"BMS 114",24,1,2022/2023
NSG/22/0344,"BMS 114",18,1,2022/2023
NSG/22/0062,"BMS 114",24,1,2022/2023
NSG/22/0371,"BMS 114",22,1,2022/2023
NSG/22/0095,"BMS 114",28,1,2022/2023
NSG/22/0086,"BMS 114",16,1,2022/2023
NSG/22/0048,"BMS 114",16,1,2022/2023
NSG/22/0320,"BMS 114",16,1,2022/2023
NSG/22/0127,"BMS 114",17,1,2022/2023
NSG/22/0417,"BMS 114",20,1,2022/2023
NSG/22/0318,"BMS 114",28,1,2022/2023
NSG/22/0058,"BMS 114",19,1,2022/2023
NSG/22/0013,"BMS 114",26,1,2022/2023
NSG/22/0340,"BMS 114",15,1,2022/2023
NSG/22/0089,"BMS 114",19,1,2022/2023
NSG/22/0357,"BMS 114",21,1,2022/2023
NSG/22/0436,"BMS 114",19,1,2022/2023
NSG/22/0040,"BMS 114",23,1,2022/2023
NSG/22/0111,"BMS 115",21,1,2022/2023
NSG/22/0366,"BMS 115",20,1,2022/2023
NSG/22/0214,"BMS 115",17,1,2022/2023
NSG/22/0316,"BMS 115",25,1,2022/2023
NSG/22/0275,"BMS 115",24,1,2022/2023
NSG/22/0298,"BMS 115",22,1,2022/2023
NSG/22/0068,"BMS 115",18,1,2022/2023
NSG/22/0094,"BMS 115",24,1,2022/2023
NSG/22/0360,"BMS 115",18,1,2022/2023
NSG/22/0131,"BMS 115",24,1,2022/2023
NSG/22/0070,"BMS 115",20,1,2022/2023
NSG/22/0025,"BMS 115",20,1,2022/2023
NSG/22/0083,"BMS 115",21,1,2022/2023
NSG/22/0163,"BMS 115",20,1,2022/2023
NSG/22/0226,"BMS 115",14,1,2022/2023
NSG/22/0398,"BMS 115",21,1,2022/2023
NSG/22/0051,"BMS 115",23,1,2022/2023
NSG/22/0365,"BMS 115",20,1,2022/2023
NSG/22/0333,"BMS 115",18,1,2022/2023
NSG/22/0426,"BMS 115",23,1,2022/2023
NSG/22/0334,"BMS 115",24,1,2022/2023
NSG/22/0061,"BMS 115",18,1,2022/2023
NSG/22/0080,"BMS 115",20,1,2022/2023
NSG/22/0154,"BMS 115",20,1,2022/2023
NSG/22/0033,"BMS 115",15,1,2022/2023
NSG/22/0331,"BMS 115",21,1,2022/2023
NSG/22/0196,"BMS 115",23,1,2022/2023
NSG/22/0270,"BMS 115",24,1,2022/2023
NSG/22/0257,"BMS 115",18,1,2022/2023
NSG/22/0307,"BMS 115",23,1,2022/2023
NSG/22/0312,"BMS 115",0,1,2022/2023
NSG/22/0370,"BMS 115",24,1,2022/2023
NSG/22/0090,"BMS 115",10,1,2022/2023
NSG/22/0087,"BMS 115",21,1,2022/2023
NSG/22/0164,"BMS 115",18,1,2022/2023
NSG/22/0337,"BMS 115",21,1,2022/2023
NSG/22/0428,"BMS 115",23,1,2022/2023
NSG/22/0151,"BMS 115",18,1,2022/2023
NSG/22/0037,"BMS 115",25,1,2022/2023
NSG/22/0326,"BMS 115",20,1,2022/2023
NSG/22/0136,"BMS 115",23,1,2022/2023
NSG/22/0171,"BMS 115",20,1,2022/2023
NSG/22/0192,"BMS 115",20,1,2022/2023
NSG/22/0473,"BMS 115",21,1,2022/2023
NSG/22/0184,"BMS 115",23,1,2022/2023
NSG/22/0350,"BMS 115",23,1,2022/2023
NSG/22/0246,"BMS 115",23,1,2022/2023
NSG/22/0145,"BMS 115",23,1,2022/2023
NSG/22/0150,"BMS 115",21,1,2022/2023
NSG/22/0439,"BMS 115",20,1,2022/2023
NSG/22/0097,"BMS 115",21,1,2022/2023
NSG/22/0262,"BMS 115",20,1,2022/2023
NSG/22/0435,"BMS 115",15,1,2022/2023
NSG/22/0029,"BMS 115",20,1,2022/2023
NSG/22/0162,"BMS 115",16,1,2022/2023
NSG/22/0088,"BMS 115",23,1,2022/2023
NSG/22/0018,"BMS 115",21,1,2022/2023
NSG/22/0271,"BMS 115",23,1,2022/2023
NSG/22/0185,"BMS 115",23,1,2022/2023
NSG/22/0309,"BMS 115",17,1,2022/2023
NSG/22/0057,"BMS 115",24,1,2022/2023
NSG/22/0142,"BMS 115",20,1,2022/2023
NSG/22/0072,"BMS 115",21,1,2022/2023
NSG/22/0431,"BMS 115",20,1,2022/2023
NSG/22/0217,"BMS 115",21,1,2022/2023
NSG/22/0205,"BMS 115",15,1,2022/2023
NSG/22/0123,"BMS 115",21,1,2022/2023
NSG/22/0112,"BMS 115",20,1,2022/2023
NSG/22/0213,"BMS 115",20,1,2022/2023
NSG/22/0146,"BMS 115",25,1,2022/2023
NSG/22/0022,"BMS 115",20,1,2022/2023
NSG/22/0008,"BMS 115",21,1,2022/2023
NSG/22/0023,"BMS 115",17,1,2022/2023
NSG/22/0244,"BMS 115",23,1,2022/2023
NSG/22/0084,"BMS 115",23,1,2022/2023
NSG/22/0115,"BMS 115",23,1,2022/2023
NSG/22/0308,"BMS 115",17,1,2022/2023
NSG/22/0042,"BMS 115",21,1,2022/2023
NSG/22/0044,"BMS 115",23,1,2022/2023
NSG/22/0182,"BMS 115",20,1,2022/2023
NSG/22/0353,"BMS 115",0,1,2022/2023
NSG/22/0110,"BMS 115",25,1,2022/2023
NSG/22/0330,"BMS 115",29,1,2022/2023
NSG/22/0220,"BMS 115",16,1,2022/2023
NSG/22/0045,"BMS 115",21,1,2022/2023
NSG/22/0167,"BMS 115",18,1,2022/2023
NSG/22/0355,"BMS 115",18,1,2022/2023
NSG/22/0100,"BMS 115",18,1,2022/2023
NSG/22/0161,"BMS 115",25,1,2022/2023
NSG/22/0341,"BMS 115",26,1,2022/2023
NSG/22/0069,"BMS 115",20,1,2022/2023
NSG/22/0197,"BMS 115",18,1,2022/2023
NSG/22/0020,"BMS 115",23,1,2022/2023
NSG/22/0290,"BMS 115",0,1,2022/2023
NSG/22/0085,"BMS 115",20,1,2022/2023
NSG/22/0227,"BMS 115",20,1,2022/2023
NSG/22/0264,"BMS 115",20,1,2022/2023
NSG/22/0455,"BMS 115",24,1,2022/2023
NSG/22/0005,"BMS 115",20,1,2022/2023
NSG/22/0268,"BMS 115",23,1,2022/2023
NSG/22/0228,"BMS 115",20,1,2022/2023
NSG/22/0074,"BMS 115",26,1,2022/2023
NSG/22/0138,"BMS 115",16,1,2022/2023
NSG/22/0241,"BMS 115",20,1,2022/2023
NSG/22/0108,"BMS 115",21,1,2022/2023
NSG/22/0358,"BMS 115",20,1,2022/2023
NSG/22/0201,"BMS 115",26,1,2022/2023
NSG/22/0024,"BMS 115",24,1,2022/2023
NSG/22/0091,"BMS 115",26,1,2022/2023
NSG/22/0233,"BMS 115",18,1,2022/2023
NSG/22/0126,"BMS 115",25,1,2022/2023
NSG/22/0041,"BMS 115",26,1,2022/2023
NSG/22/0229,"BMS 115",23,1,2022/2023
NSG/22/0338,"BMS 115",24,1,2022/2023
NSG/22/0230,"BMS 115",15,1,2022/2023
NSG/22/0076,"BMS 115",21,1,2022/2023
NSG/22/0437,"BMS 115",20,1,2022/2023
NSG/22/0036,"BMS 115",0,1,2022/2023
NSG/22/0032,"BMS 115",23,1,2022/2023
NSG/22/0030,"BMS 115",24,1,2022/2023
NSG/22/0329,"BMS 115",20,1,2022/2023
NSG/22/0143,"BMS 115",20,1,2022/2023
NSG/22/0075,"BMS 115",21,1,2022/2023
NSG/22/0124,"BMS 115",18,1,2022/2023
NSG/22/0440,"BMS 115",23,1,2022/2023
NSG/22/0412,"BMS 115",17,1,2022/2023
NSG/22/0243,"BMS 115",21,1,2022/2023
NSG/22/0194,"BMS 115",20,1,2022/2023
NSG/22/0082,"BMS 115",21,1,2022/2023
NSG/22/0026,"BMS 115",21,1,2022/2023
NSG/22/0211,"BMS 115",20,1,2022/2023
NSG/22/0121,"BMS 115",18,1,2022/2023
NSG/22/0034,"BMS 115",27,1,2022/2023
NSG/22/0028,"BMS 115",20,1,2022/2023
NSG/22/0188,"BMS 115",20,1,2022/2023
NSG/22/0125,"BMS 115",26,1,2022/2023
NSG/22/0343,"BMS 115",23,1,2022/2023
NSG/22/0306,"BMS 115",16,1,2022/2023
NSG/22/0274,"BMS 115",20,1,2022/2023
NSG/22/0031,"BMS 115",20,1,2022/2023
NSG/22/0106,"BMS 115",24,1,2022/2023
NSG/22/0134,"BMS 115",20,1,2022/2023
NSG/22/0035,"BMS 115",21,1,2022/2023
NSG/22/0344,"BMS 115",27,1,2022/2023
NSG/22/0062,"BMS 115",23,1,2022/2023
NSG/22/0371,"BMS 115",20,1,2022/2023
NSG/22/0095,"BMS 115",23,1,2022/2023
NSG/22/0086,"BMS 115",21,1,2022/2023
NSG/22/0048,"BMS 115",26,1,2022/2023
NSG/22/0320,"BMS 115",30,1,2022/2023
NSG/22/0127,"BMS 115",21,1,2022/2023
NSG/22/0417,"BMS 115",21,1,2022/2023
NSG/22/0318,"BMS 115",21,1,2022/2023
NSG/22/0058,"BMS 115",17,1,2022/2023
NSG/22/0013,"BMS 115",25,1,2022/2023
NSG/22/0340,"BMS 115",18,1,2022/2023
NSG/22/0089,"BMS 115",24,1,2022/2023
NSG/22/0357,"BMS 115",21,1,2022/2023
NSG/22/0436,"BMS 115",23,1,2022/2023
NSG/22/0040,"BMS 115",21,1,2022/2023
NSG/22/0005,"BMS 116",30,1,2022/2023
NSG/22/0008,"BMS 116",25,1,2022/2023
NSG/22/0013,"BMS 116",25,1,2022/2023
NSG/22/0018,"BMS 116",21,1,2022/2023
NSG/22/0020,"BMS 116",23,1,2022/2023
NSG/22/0022,"BMS 116",25,1,2022/2023
NSG/22/0023,"BMS 116",26,1,2022/2023
NSG/22/0024,"BMS 116",24,1,2022/2023
NSG/22/0025,"BMS 116",19,1,2022/2023
NSG/22/0026,"BMS 116",27,1,2022/2023
NSG/22/0028,"BMS 116",26,1,2022/2023
NSG/22/0029,"BMS 116",24,1,2022/2023
NSG/22/0030,"BMS 116",21,1,2022/2023
NSG/22/0031,"BMS 116",30,1,2022/2023
NSG/22/0032,"BMS 116",21,1,2022/2023
NSG/22/0033,"BMS 116",24,1,2022/2023
NSG/22/0034,"BMS 116",32,1,2022/2023
NSG/22/0035,"BMS 116",27,1,2022/2023
NSG/22/0036,"BMS 116",5,1,2022/2023
NSG/22/0037,"BMS 116",24,1,2022/2023
NSG/22/0040,"BMS 116",25,1,2022/2023
NSG/22/0041,"BMS 116",19,1,2022/2023
NSG/22/0042,"BMS 116",33,1,2022/2023
NSG/22/0044,"BMS 116",35,1,2022/2023
NSG/22/0045,"BMS 116",25,1,2022/2023
NSG/22/0048,"BMS 116",28,1,2022/2023
NSG/22/0051,"BMS 116",30,1,2022/2023
NSG/22/0057,"BMS 116",34,1,2022/2023
NSG/22/0058,"BMS 116",24,1,2022/2023
NSG/22/0061,"BMS 116",17,1,2022/2023
NSG/22/0062,"BMS 116",24,1,2022/2023
NSG/22/0068,"BMS 116",21,1,2022/2023
NSG/22/0069,"BMS 116",27,1,2022/2023
NSG/22/0070,"BMS 116",19,1,2022/2023
NSG/22/0072,"BMS 116",25,1,2022/2023
NSG/22/0074,"BMS 116",28,1,2022/2023
NSG/22/0075,"BMS 116",25,1,2022/2023
NSG/22/0076,"BMS 116",20,1,2022/2023
NSG/22/0080,"BMS 116",29,1,2022/2023
NSG/22/0082,"BMS 116",21,1,2022/2023
NSG/22/0083,"BMS 116",26,1,2022/2023
NSG/22/0084,"BMS 116",26,1,2022/2023
NSG/22/0085,"BMS 116",30,1,2022/2023
NSG/22/0086,"BMS 116",20,1,2022/2023
NSG/22/0087,"BMS 116",26,1,2022/2023
NSG/22/0088,"BMS 116",28,1,2022/2023
NSG/22/0089,"BMS 116",26,1,2022/2023
NSG/22/0090,"BMS 116",23,1,2022/2023
NSG/22/0091,"BMS 116",5,1,2022/2023
NSG/22/0094,"BMS 116",30,1,2022/2023
NSG/22/0095,"BMS 116",27,1,2022/2023
NSG/22/0097,"BMS 116",23,1,2022/2023
NSG/22/0100,"BMS 116",24,1,2022/2023
NSG/22/0106,"BMS 116",23,1,2022/2023
NSG/22/0108,"BMS 116",21,1,2022/2023
NSG/22/0110,"BMS 116",32,1,2022/2023
NSG/22/0111,"BMS 116",27,1,2022/2023
NSG/22/0112,"BMS 116",23,1,2022/2023
NSG/22/0115,"BMS 116",30,1,2022/2023
NSG/22/0121,"BMS 116",24,1,2022/2023
NSG/22/0123,"BMS 116",20,1,2022/2023
NSG/22/0124,"BMS 116",28,1,2022/2023
NSG/22/0125,"BMS 116",20,1,2022/2023
NSG/22/0126,"BMS 116",32,1,2022/2023
NSG/22/0127,"BMS 116",20,1,2022/2023
NSG/22/0131,"BMS 116",25,1,2022/2023
NSG/22/0134,"BMS 116",28,1,2022/2023
NSG/22/0136,"BMS 116",27,1,2022/2023
NSG/22/0138,"BMS 116",26,1,2022/2023
NSG/22/0142,"BMS 116",20,1,2022/2023
NSG/22/0143,"BMS 116",21,1,2022/2023
NSG/22/0145,"BMS 116",32,1,2022/2023
NSG/22/0146,"BMS 116",25,1,2022/2023
NSG/22/0150,"BMS 116",24,1,2022/2023
NSG/22/0151,"BMS 116",23,1,2022/2023
NSG/22/0154,"BMS 116",27,1,2022/2023
NSG/22/0161,"BMS 116",25,1,2022/2023
NSG/22/0162,"BMS 116",19,1,2022/2023
NSG/22/0163,"BMS 116",23,1,2022/2023
NSG/22/0164,"BMS 116",23,1,2022/2023
NSG/22/0167,"BMS 116",21,1,2022/2023
NSG/22/0171,"BMS 116",24,1,2022/2023
NSG/22/0182,"BMS 116",25,1,2022/2023
NSG/22/0184,"BMS 116",21,1,2022/2023
NSG/22/0185,"BMS 116",26,1,2022/2023
NSG/22/0188,"BMS 116",28,1,2022/2023
NSG/22/0192,"BMS 116",20,1,2022/2023
NSG/22/0194,"BMS 116",25,1,2022/2023
NSG/22/0196,"BMS 116",24,1,2022/2023
NSG/22/0197,"BMS 116",30,1,2022/2023
NSG/22/0201,"BMS 116",32,1,2022/2023
NSG/22/0205,"BMS 116",27,1,2022/2023
NSG/22/0211,"BMS 116",25,1,2022/2023
NSG/22/0213,"BMS 116",20,1,2022/2023
NSG/22/0214,"BMS 116",23,1,2022/2023
NSG/22/0217,"BMS 116",23,1,2022/2023
NSG/22/0220,"BMS 116",21,1,2022/2023
NSG/22/0226,"BMS 116",27,1,2022/2023
NSG/22/0227,"BMS 116",30,1,2022/2023
NSG/22/0228,"BMS 116",30,1,2022/2023
NSG/22/0229,"BMS 116",23,1,2022/2023
NSG/22/0230,"BMS 116",24,1,2022/2023
NSG/22/0233,"BMS 116",24,1,2022/2023
NSG/22/0241,"BMS 116",27,1,2022/2023
NSG/22/0243,"BMS 116",32,1,2022/2023
NSG/22/0244,"BMS 116",21,1,2022/2023
NSG/22/0246,"BMS 116",28,1,2022/2023
NSG/22/0257,"BMS 116",25,1,2022/2023
NSG/22/0262,"BMS 116",23,1,2022/2023
NSG/22/0264,"BMS 116",21,1,2022/2023
NSG/22/0268,"BMS 116",20,1,2022/2023
NSG/22/0270,"BMS 116",26,1,2022/2023
NSG/22/0271,"BMS 116",28,1,2022/2023
NSG/22/0274,"BMS 116",19,1,2022/2023
NSG/22/0275,"BMS 116",32,1,2022/2023
NSG/22/0290,"BMS 116",5,1,2022/2023
NSG/22/0298,"BMS 116",30,1,2022/2023
NSG/22/0306,"BMS 116",18,1,2022/2023
NSG/22/0307,"BMS 116",20,1,2022/2023
NSG/22/0308,"BMS 116",18,1,2022/2023
NSG/22/0309,"BMS 116",24,1,2022/2023
NSG/22/0312,"BMS 116",5,1,2022/2023
NSG/22/0316,"BMS 116",21,1,2022/2023
NSG/22/0318,"BMS 116",25,1,2022/2023
NSG/22/0320,"BMS 116",13,1,2022/2023
NSG/22/0326,"BMS 116",19,1,2022/2023
NSG/22/0329,"BMS 116",24,1,2022/2023
NSG/22/0330,"BMS 116",27,1,2022/2023
NSG/22/0331,"BMS 116",28,1,2022/2023
NSG/22/0333,"BMS 116",26,1,2022/2023
NSG/22/0334,"BMS 116",29,1,2022/2023
NSG/22/0337,"BMS 116",25,1,2022/2023
NSG/22/0338,"BMS 116",26,1,2022/2023
NSG/22/0340,"BMS 116",17,1,2022/2023
NSG/22/0341,"BMS 116",31,1,2022/2023
NSG/22/0343,"BMS 116",27,1,2022/2023
NSG/22/0344,"BMS 116",31,1,2022/2023
NSG/22/0350,"BMS 116",33,1,2022/2023
NSG/22/0353,"BMS 116",32,1,2022/2023
NSG/22/0355,"BMS 116",27,1,2022/2023
NSG/22/0357,"BMS 116",27,1,2022/2023
NSG/22/0358,"BMS 116",23,1,2022/2023
NSG/22/0360,"BMS 116",27,1,2022/2023
NSG/22/0365,"BMS 116",23,1,2022/2023
NSG/22/0366,"BMS 116",25,1,2022/2023
NSG/22/0370,"BMS 116",23,1,2022/2023
NSG/22/0371,"BMS 116",24,1,2022/2023
NSG/22/0398,"BMS 116",26,1,2022/2023
NSG/22/0412,"BMS 116",27,1,2022/2023
NSG/22/0417,"BMS 116",24,1,2022/2023
NSG/22/0426,"BMS 116",21,1,2022/2023
NSG/22/0428,"BMS 116",25,1,2022/2023
NSG/22/0431,"BMS 116",30,1,2022/2023
NSG/22/0435,"BMS 116",24,1,2022/2023
NSG/22/0436,"BMS 116",31,1,2022/2023
NSG/22/0437,"BMS 116",32,1,2022/2023
NSG/22/0439,"BMS 116",21,1,2022/2023
NSG/22/0440,"BMS 116",27,1,2022/2023
NSG/22/0455,"BMS 116",28,1,2022/2023
NSG/22/0473,"BMS 116",28,1,2022/2023
NSG/22/0005,"BMS 117",29,1,2022/2023
NSG/22/0008,"BMS 117",30,1,2022/2023
NSG/22/0013,"BMS 117",23,1,2022/2023
NSG/22/0018,"BMS 117",31,1,2022/2023
NSG/22/0020,"BMS 117",25,1,2022/2023
NSG/22/0022,"BMS 117",28,1,2022/2023
NSG/22/0023,"BMS 117",23,1,2022/2023
NSG/22/0024,"BMS 117",31,1,2022/2023
NSG/22/0025,"BMS 117",26,1,2022/2023
NSG/22/0026,"BMS 117",27,1,2022/2023
NSG/22/0028,"BMS 117",33,1,2022/2023
NSG/22/0029,"BMS 117",25,1,2022/2023
NSG/22/0030,"BMS 117",25,1,2022/2023
NSG/22/0031,"BMS 117",27,1,2022/2023
NSG/22/0032,"BMS 117",30,1,2022/2023
NSG/22/0033,"BMS 117",29,1,2022/2023
NSG/22/0034,"BMS 117",31,1,2022/2023
NSG/22/0035,"BMS 117",26,1,2022/2023
NSG/22/0036,"BMS 117",0,1,2022/2023
NSG/22/0037,"BMS 117",29,1,2022/2023
NSG/22/0040,"BMS 117",28,1,2022/2023
NSG/22/0041,"BMS 117",29,1,2022/2023
NSG/22/0042,"BMS 117",25,1,2022/2023
NSG/22/0044,"BMS 117",29,1,2022/2023
NSG/22/0045,"BMS 117",29,1,2022/2023
NSG/22/0048,"BMS 117",26,1,2022/2023
NSG/22/0051,"BMS 117",25,1,2022/2023
NSG/22/0057,"BMS 117",30,1,2022/2023
NSG/22/0058,"BMS 117",18,1,2022/2023
NSG/22/0061,"BMS 117",17,1,2022/2023
NSG/22/0062,"BMS 117",22,1,2022/2023
NSG/22/0068,"BMS 117",28,1,2022/2023
NSG/22/0069,"BMS 117",25,1,2022/2023
NSG/22/0070,"BMS 117",21,1,2022/2023
NSG/22/0072,"BMS 117",28,1,2022/2023
NSG/22/0074,"BMS 117",28,1,2022/2023
NSG/22/0075,"BMS 117",34,1,2022/2023
NSG/22/0076,"BMS 117",23,1,2022/2023
NSG/22/0080,"BMS 117",23,1,2022/2023
NSG/22/0082,"BMS 117",23,1,2022/2023
NSG/22/0083,"BMS 117",30,1,2022/2023
NSG/22/0084,"BMS 117",27,1,2022/2023
NSG/22/0085,"BMS 117",25,1,2022/2023
NSG/22/0086,"BMS 117",24,1,2022/2023
NSG/22/0087,"BMS 117",24,1,2022/2023
NSG/22/0088,"BMS 117",31,1,2022/2023
NSG/22/0089,"BMS 117",32,1,2022/2023
NSG/22/0090,"BMS 117",18,1,2022/2023
NSG/22/0091,"BMS 117",25,1,2022/2023
NSG/22/0094,"BMS 117",20,1,2022/2023
NSG/22/0095,"BMS 117",29,1,2022/2023
NSG/22/0097,"BMS 117",20,1,2022/2023
NSG/22/0100,"BMS 117",21,1,2022/2023
NSG/22/0106,"BMS 117",25,1,2022/2023
NSG/22/0108,"BMS 117",21,1,2022/2023
NSG/22/0110,"BMS 117",35,1,2022/2023
NSG/22/0111,"BMS 117",20,1,2022/2023
NSG/22/0112,"BMS 117",16,1,2022/2023
NSG/22/0115,"BMS 117",29,1,2022/2023
NSG/22/0121,"BMS 117",20,1,2022/2023
NSG/22/0123,"BMS 117",27,1,2022/2023
NSG/22/0124,"BMS 117",22,1,2022/2023
NSG/22/0125,"BMS 117",27,1,2022/2023
NSG/22/0126,"BMS 117",23,1,2022/2023
NSG/22/0127,"BMS 117",25,1,2022/2023
NSG/22/0131,"BMS 117",29,1,2022/2023
NSG/22/0134,"BMS 117",20,1,2022/2023
NSG/22/0136,"BMS 117",23,1,2022/2023
NSG/22/0138,"BMS 117",26,1,2022/2023
NSG/22/0142,"BMS 117",25,1,2022/2023
NSG/22/0143,"BMS 117",20,1,2022/2023
NSG/22/0145,"BMS 117",28,1,2022/2023
NSG/22/0146,"BMS 117",25,1,2022/2023
NSG/22/0150,"BMS 117",26,1,2022/2023
NSG/22/0151,"BMS 117",19,1,2022/2023
NSG/22/0154,"BMS 117",24,1,2022/2023
NSG/22/0161,"BMS 117",24,1,2022/2023
NSG/22/0162,"BMS 117",24,1,2022/2023
NSG/22/0163,"BMS 117",25,1,2022/2023
NSG/22/0164,"BMS 117",19,1,2022/2023
NSG/22/0167,"BMS 117",14,1,2022/2023
NSG/22/0171,"BMS 117",30,1,2022/2023
NSG/22/0182,"BMS 117",22,1,2022/2023
NSG/22/0184,"BMS 117",25,1,2022/2023
NSG/22/0185,"BMS 117",24,1,2022/2023
NSG/22/0188,"BMS 117",21,1,2022/2023
NSG/22/0192,"BMS 117",21,1,2022/2023
NSG/22/0194,"BMS 117",25,1,2022/2023
NSG/22/0196,"BMS 117",24,1,2022/2023
NSG/22/0197,"BMS 117",32,1,2022/2023
NSG/22/0201,"BMS 117",25,1,2022/2023
NSG/22/0205,"BMS 117",23,1,2022/2023
NSG/22/0211,"BMS 117",24,1,2022/2023
NSG/22/0213,"BMS 117",0,1,2022/2023
NSG/22/0214,"BMS 117",28,1,2022/2023
NSG/22/0217,"BMS 117",22,1,2022/2023
NSG/22/0220,"BMS 117",20,1,2022/2023
NSG/22/0226,"BMS 117",25,1,2022/2023
NSG/22/0227,"BMS 117",30,1,2022/2023
NSG/22/0228,"BMS 117",19,1,2022/2023
NSG/22/0229,"BMS 117",26,1,2022/2023
NSG/22/0230,"BMS 117",24,1,2022/2023
NSG/22/0233,"BMS 117",26,1,2022/2023
NSG/22/0241,"BMS 117",27,1,2022/2023
NSG/22/0243,"BMS 117",30,1,2022/2023
NSG/22/0244,"BMS 117",32,1,2022/2023
NSG/22/0246,"BMS 117",30,1,2022/2023
NSG/22/0257,"BMS 117",24,1,2022/2023
NSG/22/0262,"BMS 117",26,1,2022/2023
NSG/22/0264,"BMS 117",17,1,2022/2023
NSG/22/0268,"BMS 117",223,1,2022/2023
NSG/22/0270,"BMS 117",29,1,2022/2023
NSG/22/0271,"BMS 117",20,1,2022/2023
NSG/22/0274,"BMS 117",17,1,2022/2023
NSG/22/0275,"BMS 117",23,1,2022/2023
NSG/22/0290,"BMS 117",0,1,2022/2023
NSG/22/0298,"BMS 117",30,1,2022/2023
NSG/22/0306,"BMS 117",14,1,2022/2023
NSG/22/0307,"BMS 117",28,1,2022/2023
NSG/22/0308,"BMS 117",21,1,2022/2023
NSG/22/0309,"BMS 117",26,1,2022/2023
NSG/22/0312,"BMS 117",0,1,2022/2023
NSG/22/0316,"BMS 117",27,1,2022/2023
NSG/22/0318,"BMS 117",26,1,2022/2023
NSG/22/0320,"BMS 117",21,1,2022/2023
NSG/22/0326,"BMS 117",19,1,2022/2023
NSG/22/0329,"BMS 117",20,1,2022/2023
NSG/22/0330,"BMS 117",31,1,2022/2023
NSG/22/0331,"BMS 117",22,1,2022/2023
NSG/22/0333,"BMS 117",28,1,2022/2023
NSG/22/0334,"BMS 117",24,1,2022/2023
NSG/22/0337,"BMS 117",20,1,2022/2023
NSG/22/0338,"BMS 117",25,1,2022/2023
NSG/22/0340,"BMS 117",18,1,2022/2023
NSG/22/0341,"BMS 117",26,1,2022/2023
NSG/22/0343,"BMS 117",33,1,2022/2023
NSG/22/0344,"BMS 117",29,1,2022/2023
NSG/22/0350,"BMS 117",35,1,2022/2023
NSG/22/0353,"BMS 117",25,1,2022/2023
NSG/22/0355,"BMS 117",21,1,2022/2023
NSG/22/0357,"BMS 117",28,1,2022/2023
NSG/22/0358,"BMS 117",0,1,2022/2023
NSG/22/0360,"BMS 117",27,1,2022/2023
NSG/22/0365,"BMS 117",22,1,2022/2023
NSG/22/0366,"BMS 117",24,1,2022/2023
NSG/22/0370,"BMS 117",22,1,2022/2023
NSG/22/0371,"BMS 117",20,1,2022/2023
NSG/22/0398,"BMS 117",25,1,2022/2023
NSG/22/0412,"BMS 117",27,1,2022/2023
NSG/22/0417,"BMS 117",22,1,2022/2023
NSG/22/0426,"BMS 117",20,1,2022/2023
NSG/22/0428,"BMS 117",22,1,2022/2023
